Date,Month,Year,Country,Product,Revenue,MarketingSpend,NewCustomers,ChurnRate,NPS
09/02/2023,February,2023,USA,Enterprise,617,18,1,1.99,34
10/02/2023,February,2023,USA,Enterprise,2019,58,2,1.74,40
11/02/2023,February,2023,USA,Enterprise,742,21,1,2.63,39
12/02/2023,February,2023,USA,Enterprise,176,5,0,2.27,39
13/02/2023,February,2023,USA,Enterprise,650,19,1,1.77,34
14/02/2023,February,2023,USA,Enterprise,345,10,0,2.51,30
15/02/2023,February,2023,USA,Enterprise,2562,74,3,2.24,32
16/02/2023,February,2023,USA,Enterprise,4533,131,5,1.91,31
17/02/2023,February,2023,USA,Enterprise,1671,48,2,1.82,34
18/02/2023,February,2023,USA,Enterprise,1607,46,2,1.82,39
19/02/2023,February,2023,USA,Enterprise,1238,36,1,2.12,37
20/02/2023,February,2023,USA,Enterprise,1281,37,1,2.14,39
21/02/2023,February,2023,USA,Enterprise,672,19,1,2.4,30
22/02/2023,February,2023,USA,Enterprise,326,9,0,1.88,34
23/02/2023,February,2023,USA,Enterprise,460,13,0,2.23,31
24/02/2023,February,2023,USA,Enterprise,1498,43,1,2.29,36
25/02/2023,February,2023,USA,Enterprise,1200,35,1,1.8,38
26/02/2023,February,2023,USA,Enterprise,1682,48,2,1.82,36
27/02/2023,February,2023,USA,Enterprise,416,12,0,1.91,38
28/02/2023,February,2023,USA,Enterprise,1342,38,2,2.25,31
01/02/2023,February,2023,Germany,Basic,-43,45,1,4.19,78
02/02/2023,February,2023,Germany,Basic,-2,2,0,4.82,76
03/02/2023,February,2023,Germany,Basic,-33,34,1,5.11,80
04/02/2023,February,2023,Germany,Basic,-19,20,0,4.59,78
05/02/2023,February,2023,Germany,Basic,-3,3,0,5.07,74
06/02/2023,February,2023,Germany,Basic,-4,4,0,4.24,79
07/02/2023,February,2023,Germany,Basic,-2,2,0,4.7,76
08/02/2023,February,2023,Germany,Basic,-7,8,0,5.06,73
09/02/2023,February,2023,Germany,Basic,-55,58,1,4.43,80
10/02/2023,February,2023,Germany,Basic,-2,2,0,4.79,80
11/02/2023,February,2023,Germany,Basic,-64,67,1,4.9,72
12/02/2023,February,2023,Germany,Basic,-13,14,0,4.23,75
13/02/2023,February,2023,Germany,Basic,-14,14,0,4.6,80
14/02/2023,February,2023,Germany,Basic,-14,15,0,5.07,75
15/02/2023,February,2023,Germany,Basic,-30,32,1,4.32,72
16/02/2023,February,2023,Germany,Basic,-39,41,1,4.9,72
17/02/2023,February,2023,Germany,Basic,-102,107,2,4.42,72
18/02/2023,February,2023,Germany,Basic,-8,8,0,4.96,81
19/02/2023,February,2023,Germany,Basic,-5,5,0,4.99,71
20/02/2023,February,2023,Germany,Basic,-17,18,0,4.26,72
21/02/2023,February,2023,Germany,Basic,-20,21,0,4.73,76
22/02/2023,February,2023,Germany,Basic,-14,15,0,5.14,76
23/02/2023,February,2023,Germany,Basic,-3,3,0,4.52,75
24/02/2023,February,2023,Germany,Basic,-3,3,0,4.58,72
25/02/2023,February,2023,Germany,Basic,-13,14,0,4.56,79
26/02/2023,February,2023,Germany,Basic,-16,17,0,5.05,74
27/02/2023,February,2023,Germany,Basic,-42,44,1,4.44,79
28/02/2023,February,2023,Germany,Basic,-87,90,3,4.29,80
01/02/2023,February,2023,Germany,Pro,218,9,0,2.14,58
02/02/2023,February,2023,Germany,Pro,625,25,1,2.44,61
03/02/2023,February,2023,Germany,Pro,323,13,1,2.41,55
04/02/2023,February,2023,Germany,Pro,424,17,1,1.84,59
05/02/2023,February,2023,Germany,Pro,1336,54,3,2.09,59
06/02/2023,February,2023,Germany,Pro,1835,75,4,1.68,65
07/02/2023,February,2023,Germany,Pro,375,15,1,1.66,62
08/02/2023,February,2023,Germany,Pro,2872,117,6,1.53,56
09/02/2023,February,2023,Germany,Pro,189,8,0,2.01,56
10/02/2023,February,2023,Germany,Pro,825,34,2,2.02,56
11/02/2023,February,2023,Germany,Pro,444,18,1,1.63,57
12/02/2023,February,2023,Germany,Pro,973,40,2,2.36,56
13/02/2023,February,2023,Germany,Pro,255,10,0,2.25,58
14/02/2023,February,2023,Germany,Pro,180,7,0,2.35,64
15/02/2023,February,2023,Germany,Pro,887,36,2,1.72,60
16/02/2023,February,2023,Germany,Pro,499,20,1,2.44,58
17/02/2023,February,2023,Germany,Pro,412,17,1,1.77,59
18/02/2023,February,2023,Germany,Pro,1097,45,2,1.71,63
19/02/2023,February,2023,Germany,Pro,1226,50,2,1.79,58
20/02/2023,February,2023,Germany,Pro,222,9,0,2.35,58
21/02/2023,February,2023,Germany,Pro,1195,49,2,1.98,59
22/02/2023,February,2023,Germany,Pro,118,5,0,1.79,61
23/02/2023,February,2023,Germany,Pro,792,32,2,2.3,61
24/02/2023,February,2023,Germany,Pro,149,6,0,1.54,55
25/02/2023,February,2023,Germany,Pro,12,0,0,2.4,57
26/02/2023,February,2023,Germany,Pro,209,9,0,1.95,63
27/02/2023,February,2023,Germany,Pro,2406,98,5,1.79,62
28/02/2023,February,2023,Germany,Pro,88,4,0,2.34,65
01/02/2023,February,2023,Germany,Enterprise,449,11,1,3.29,40
02/02/2023,February,2023,Germany,Enterprise,314,7,0,3.58,45
03/02/2023,February,2023,Germany,Enterprise,577,14,1,3.0,45
04/02/2023,February,2023,Germany,Enterprise,755,18,1,3.62,38
05/02/2023,February,2023,Germany,Enterprise,105,2,0,3.1,47
06/02/2023,February,2023,Germany,Enterprise,1804,43,2,3.01,43
07/02/2023,February,2023,Germany,Enterprise,4479,106,5,3.01,48
08/02/2023,February,2023,Germany,Enterprise,776,18,1,3.44,38
09/02/2023,February,2023,Germany,Enterprise,154,4,0,3.48,41
10/02/2023,February,2023,Germany,Enterprise,174,4,0,3.2,39
11/02/2023,February,2023,Germany,Enterprise,434,10,0,3.03,41
12/02/2023,February,2023,Germany,Enterprise,5052,120,6,3.23,48
13/02/2023,February,2023,Germany,Enterprise,329,8,0,3.47,44
14/02/2023,February,2023,Germany,Enterprise,1035,25,1,3.22,48
15/02/2023,February,2023,Germany,Enterprise,710,17,1,3.66,47
16/02/2023,February,2023,Germany,Enterprise,697,17,1,3.0,46
17/02/2023,February,2023,Germany,Enterprise,1032,25,1,3.32,42
18/02/2023,February,2023,Germany,Enterprise,2597,62,3,3.36,38
19/02/2023,February,2023,Germany,Enterprise,693,16,1,3.16,43
20/02/2023,February,2023,Germany,Enterprise,2737,65,3,3.83,44
21/02/2023,February,2023,Germany,Enterprise,5830,138,7,3.06,39
22/02/2023,February,2023,Germany,Enterprise,368,9,0,3.9,42
23/02/2023,February,2023,Germany,Enterprise,453,11,1,3.1,43
24/02/2023,February,2023,Germany,Enterprise,388,9,0,3.06,43
25/02/2023,February,2023,Germany,Enterprise,1894,45,2,3.19,47
26/02/2023,February,2023,Germany,Enterprise,223,5,0,3.88,47
27/02/2023,February,2023,Germany,Enterprise,376,9,0,3.29,41
28/02/2023,February,2023,Germany,Enterprise,483,11,1,3.72,41
01/03/2023,March,2023,Spain,Basic,39,14,0,2.23,51
02/03/2023,March,2023,Spain,Basic,5,2,0,1.4,50
03/03/2023,March,2023,Spain,Basic,8,3,0,1.82,47
04/03/2023,March,2023,Spain,Basic,16,6,0,1.89,49
05/03/2023,March,2023,Spain,Basic,48,18,0,1.92,51
06/03/2023,March,2023,Spain,Basic,74,27,0,2.09,44
07/03/2023,March,2023,Spain,Basic,45,16,0,2.24,46
08/03/2023,March,2023,Spain,Basic,27,10,0,2.22,43
09/03/2023,March,2023,Spain,Basic,70,26,0,1.87,51
10/03/2023,March,2023,Spain,Basic,168,61,1,1.46,45
11/03/2023,March,2023,Spain,Basic,56,21,0,1.38,51
12/03/2023,March,2023,Spain,Basic,19,7,0,2.16,46
13/03/2023,March,2023,Spain,Basic,133,49,1,2.03,45
14/03/2023,March,2023,Spain,Basic,124,45,0,2.12,49
15/03/2023,March,2023,Spain,Basic,107,39,0,1.8,51
16/03/2023,March,2023,Spain,Basic,91,33,0,1.53,43
17/03/2023,March,2023,Spain,Basic,49,18,0,1.44,45
18/03/2023,March,2023,Spain,Basic,137,50,1,2.08,48
19/03/2023,March,2023,Spain,Basic,71,26,0,1.47,48
20/03/2023,March,2023,Spain,Basic,105,38,0,2.23,47
21/03/2023,March,2023,Spain,Basic,74,27,0,1.63,44
22/03/2023,March,2023,Spain,Basic,128,47,0,1.68,50
23/03/2023,March,2023,Spain,Basic,84,31,0,1.26,48
24/03/2023,March,2023,Spain,Basic,233,85,1,1.84,43
25/03/2023,March,2023,Spain,Basic,135,49,1,1.62,42
26/03/2023,March,2023,Spain,Basic,11,4,0,2.22,44
27/03/2023,March,2023,Spain,Basic,3,1,0,2.0,41
28/03/2023,March,2023,Spain,Basic,45,16,0,2.16,43
29/03/2023,March,2023,Spain,Basic,11,4,0,1.42,45
30/03/2023,March,2023,Spain,Basic,149,54,1,1.58,43
31/03/2023,March,2023,Spain,Basic,326,119,4,1.88,41
01/03/2023,March,2023,Spain,Pro,233,10,0,3.78,75
02/03/2023,March,2023,Spain,Pro,451,19,0,4.38,74
03/03/2023,March,2023,Spain,Pro,997,43,1,4.47,73
04/03/2023,March,2023,Spain,Pro,344,15,0,4.24,77
05/03/2023,March,2023,Spain,Pro,100,4,0,4.22,74
06/03/2023,March,2023,Spain,Pro,502,21,0,4.37,69
07/03/2023,March,2023,Spain,Pro,43,2,0,4.26,69
08/03/2023,March,2023,Spain,Pro,1739,74,1,4.05,70
09/03/2023,March,2023,Spain,Pro,1025,44,1,3.92,72
10/03/2023,March,2023,Spain,Pro,368,16,0,3.66,70
11/03/2023,March,2023,Spain,Pro,553,24,0,4.32,79
12/03/2023,March,2023,Spain,Pro,826,35,1,4.06,78
13/03/2023,March,2023,Spain,Pro,125,5,0,4.13,69
14/03/2023,March,2023,Spain,Pro,1182,50,1,4.11,72
15/03/2023,March,2023,Spain,Pro,228,10,0,4.41,74
16/03/2023,March,2023,Spain,Pro,773,33,1,3.68,75
17/03/2023,March,2023,Spain,Pro,72,3,0,4.32,72
18/03/2023,March,2023,Spain,Pro,717,31,1,4.03,74
19/03/2023,March,2023,Spain,Pro,147,6,0,4.29,69
20/03/2023,March,2023,Spain,Pro,742,32,1,3.64,77
21/03/2023,March,2023,Spain,Pro,6,0,0,3.9,79
22/03/2023,March,2023,Spain,Pro,651,28,1,3.84,74
23/03/2023,March,2023,Spain,Pro,1104,47,1,4.0,78
24/03/2023,March,2023,Spain,Pro,252,11,0,4.5,77
25/03/2023,March,2023,Spain,Pro,3241,138,3,4.34,79
26/03/2023,March,2023,Spain,Pro,497,21,0,3.83,71
27/03/2023,March,2023,Spain,Pro,55,2,0,4.35,76
28/03/2023,March,2023,Spain,Pro,177,8,0,4.27,72
29/03/2023,March,2023,Spain,Pro,782,33,1,4.44,77
30/03/2023,March,2023,Spain,Pro,585,25,0,4.3,71
31/03/2023,March,2023,Spain,Pro,482,21,2,3.65,74
01/03/2023,March,2023,Spain,Enterprise,3545,35,1,2.57,37
02/03/2023,March,2023,Spain,Enterprise,122,1,0,2.87,44
03/03/2023,March,2023,Spain,Enterprise,914,9,0,2.1,39
04/03/2023,March,2023,Spain,Enterprise,434,4,0,2.44,41
05/03/2023,March,2023,Spain,Enterprise,2369,23,1,2.84,44
06/03/2023,March,2023,Spain,Enterprise,2643,26,1,2.47,43
07/03/2023,March,2023,Spain,Enterprise,596,6,0,2.31,42
08/03/2023,March,2023,Spain,Enterprise,611,6,0,2.68,44
09/03/2023,March,2023,Spain,Enterprise,3688,36,1,2.69,41
10/03/2023,March,2023,Spain,Enterprise,59,1,0,2.57,44
11/03/2023,March,2023,Spain,Enterprise,688,7,0,2.08,35
12/03/2023,March,2023,Spain,Enterprise,778,8,0,2.33,42
13/03/2023,March,2023,Spain,Enterprise,10651,105,4,2.87,42
14/03/2023,March,2023,Spain,Enterprise,491,5,0,2.18,36
15/03/2023,March,2023,Spain,Enterprise,179,2,0,2.88,43
16/03/2023,March,2023,Spain,Enterprise,105,1,0,2.38,44
17/03/2023,March,2023,Spain,Enterprise,1304,13,0,2.41,38
18/03/2023,March,2023,Spain,Enterprise,88,1,0,2.57,35
19/03/2023,March,2023,Spain,Enterprise,1977,20,1,2.15,42
20/03/2023,March,2023,Spain,Enterprise,441,4,0,2.49,37
21/03/2023,March,2023,Spain,Enterprise,1913,19,1,2.99,38
22/03/2023,March,2023,Spain,Enterprise,76,1,0,2.16,34
23/03/2023,March,2023,Spain,Enterprise,1989,20,1,2.68,44
24/03/2023,March,2023,Spain,Enterprise,745,7,0,2.7,36
25/03/2023,March,2023,Spain,Enterprise,307,3,0,2.68,41
26/03/2023,March,2023,Spain,Enterprise,2917,29,1,2.71,40
27/03/2023,March,2023,Spain,Enterprise,991,10,0,2.12,34
28/03/2023,March,2023,Spain,Enterprise,1114,11,0,2.97,37
29/03/2023,March,2023,Spain,Enterprise,274,3,0,2.47,35
30/03/2023,March,2023,Spain,Enterprise,1714,17,1,2.09,38
31/03/2023,March,2023,Spain,Enterprise,739,7,4,2.65,37
01/03/2023,March,2023,USA,Basic,159,15,1,1.71,60
02/03/2023,March,2023,USA,Basic,335,31,1,1.77,51
03/03/2023,March,2023,USA,Basic,332,31,1,1.89,61
04/03/2023,March,2023,USA,Basic,499,47,2,1.28,54
05/03/2023,March,2023,USA,Basic,120,11,1,1.84,51
06/03/2023,March,2023,USA,Basic,139,13,1,1.96,51
07/03/2023,March,2023,USA,Basic,354,33,2,2.03,55
08/03/2023,March,2023,USA,Basic,265,25,1,1.24,51
09/03/2023,March,2023,USA,Basic,161,15,1,1.66,57
10/03/2023,March,2023,USA,Basic,4,0,0,1.41,51
11/03/2023,March,2023,USA,Basic,11,1,0,1.47,52
12/03/2023,March,2023,USA,Basic,29,3,0,1.89,61
13/03/2023,March,2023,USA,Basic,474,44,2,1.28,57
14/03/2023,March,2023,USA,Basic,175,16,1,1.87,54
15/03/2023,March,2023,USA,Basic,296,28,1,1.85,56
16/03/2023,March,2023,USA,Basic,429,40,2,1.31,55
17/03/2023,March,2023,USA,Basic,72,7,0,1.28,53
18/03/2023,March,2023,USA,Basic,564,53,2,1.89,58
19/03/2023,March,2023,USA,Basic,271,25,1,1.91,59
20/03/2023,March,2023,USA,Basic,102,10,0,1.65,52
21/03/2023,March,2023,USA,Basic,1002,94,4,1.81,60
22/03/2023,March,2023,USA,Basic,406,38,2,1.45,55
23/03/2023,March,2023,USA,Basic,426,40,2,1.87,59
24/03/2023,March,2023,USA,Basic,2,0,0,1.7,53
25/03/2023,March,2023,USA,Basic,221,21,1,1.68,60
26/03/2023,March,2023,USA,Basic,316,30,1,2.01,61
27/03/2023,March,2023,USA,Basic,476,45,2,1.13,54
28/03/2023,March,2023,USA,Basic,263,25,1,1.96,55
29/03/2023,March,2023,USA,Basic,94,9,0,1.12,55
30/03/2023,March,2023,USA,Basic,767,72,3,1.22,55
31/03/2023,March,2023,USA,Basic,637,59,5,2.1,55
01/03/2023,March,2023,USA,Pro,60,8,0,4.06,55
02/03/2023,March,2023,USA,Pro,44,6,0,4.51,57
03/03/2023,March,2023,USA,Pro,422,54,3,4.21,61
04/03/2023,March,2023,USA,Pro,181,23,1,4.13,52
05/03/2023,March,2023,USA,Pro,103,13,1,4.26,57
06/03/2023,March,2023,USA,Pro,89,11,1,4.03,56
07/03/2023,March,2023,USA,Pro,119,15,1,4.01,55
08/03/2023,March,2023,USA,Pro,65,8,0,3.71,52
09/03/2023,March,2023,USA,Pro,5,1,0,3.73,61
10/03/2023,March,2023,USA,Pro,63,8,0,3.8,60
11/03/2023,March,2023,USA,Pro,395,51,3,3.71,53
12/03/2023,March,2023,USA,Pro,61,8,0,4.46,62
13/03/2023,March,2023,USA,Pro,113,15,1,4.61,55
14/03/2023,March,2023,USA,Pro,215,28,1,4.5,58
15/03/2023,March,2023,USA,Pro,64,8,0,3.83,61
16/03/2023,March,2023,USA,Pro,110,14,1,4.09,60
17/03/2023,March,2023,USA,Pro,40,5,0,4.55,56
18/03/2023,March,2023,USA,Pro,85,11,1,3.73,56
19/03/2023,March,2023,USA,Pro,715,92,5,4.13,54
20/03/2023,March,2023,USA,Pro,84,11,1,4.5,57
21/03/2023,March,2023,USA,Pro,50,6,0,4.67,59
22/03/2023,March,2023,USA,Pro,234,30,2,4.02,59
23/03/2023,March,2023,USA,Pro,113,15,1,4.41,59
24/03/2023,March,2023,USA,Pro,28,4,0,3.71,57
25/03/2023,March,2023,USA,Pro,84,11,1,4.45,56
26/03/2023,March,2023,USA,Pro,13,2,0,3.68,56
27/03/2023,March,2023,USA,Pro,9,1,0,4.1,62
28/03/2023,March,2023,USA,Pro,487,63,3,3.8,52
29/03/2023,March,2023,USA,Pro,41,5,0,4.14,59
30/03/2023,March,2023,USA,Pro,101,13,1,4.1,57
31/03/2023,March,2023,USA,Pro,374,48,3,3.97,60
01/03/2023,March,2023,USA,Enterprise,144,3,0,2.43,53
02/03/2023,March,2023,USA,Enterprise,2659,49,1,2.52,60
03/03/2023,March,2023,USA,Enterprise,2237,42,1,2.6,59
04/03/2023,March,2023,USA,Enterprise,855,16,0,2.78,58
05/03/2023,March,2023,USA,Enterprise,1149,21,0,2.68,56
06/03/2023,March,2023,USA,Enterprise,331,6,0,2.58,57
07/03/2023,March,2023,USA,Enterprise,1172,22,0,2.57,58
08/03/2023,March,2023,USA,Enterprise,1214,23,0,2.11,62
09/03/2023,March,2023,USA,Enterprise,2469,46,1,2.46,53
10/03/2023,March,2023,USA,Enterprise,651,12,0,2.4,58
11/03/2023,March,2023,USA,Enterprise,389,7,0,2.41,58
12/03/2023,March,2023,USA,Enterprise,714,13,0,2.1,59
13/03/2023,March,2023,USA,Enterprise,2607,48,1,2.35,56
14/03/2023,March,2023,USA,Enterprise,421,8,0,2.85,60
15/03/2023,March,2023,USA,Enterprise,925,17,0,2.35,57
16/03/2023,March,2023,USA,Enterprise,4655,86,2,2.36,61
17/03/2023,March,2023,USA,Enterprise,3658,68,1,2.16,54
18/03/2023,March,2023,USA,Enterprise,1489,28,0,2.27,63
19/03/2023,March,2023,USA,Enterprise,1680,31,1,2.07,61
20/03/2023,March,2023,USA,Enterprise,1896,35,1,2.79,58
21/03/2023,March,2023,USA,Enterprise,1305,24,0,2.55,56
22/03/2023,March,2023,USA,Enterprise,2581,48,1,2.79,63
23/03/2023,March,2023,USA,Enterprise,170,3,0,2.03,62
24/03/2023,March,2023,USA,Enterprise,6585,122,2,2.88,58
25/03/2023,March,2023,USA,Enterprise,374,7,0,2.61,60
26/03/2023,March,2023,USA,Enterprise,2374,44,1,2.5,58
27/03/2023,March,2023,USA,Enterprise,816,15,0,2.04,55
28/03/2023,March,2023,USA,Enterprise,185,3,0,2.88,54
29/03/2023,March,2023,USA,Enterprise,774,14,0,2.02,60
30/03/2023,March,2023,USA,Enterprise,2828,52,1,2.15,62
31/03/2023,March,2023,USA,Enterprise,160,5,2,2.56,60
01/03/2023,March,2023,Germany,Basic,185,11,0,2.86,56
02/03/2023,March,2023,Germany,Basic,210,12,0,2.81,57
03/03/2023,March,2023,Germany,Basic,216,12,0,2.77,55
04/03/2023,March,2023,Germany,Basic,404,23,0,3.41,58
05/03/2023,March,2023,Germany,Basic,486,28,1,3.15,57
06/03/2023,March,2023,Germany,Basic,235,14,0,2.64,58
07/03/2023,March,2023,Germany,Basic,165,9,0,3.13,64
08/03/2023,March,2023,Germany,Basic,316,18,0,2.87,61
09/03/2023,March,2023,Germany,Basic,162,9,0,3.29,57
10/03/2023,March,2023,Germany,Basic,103,6,0,3.14,64
11/03/2023,March,2023,Germany,Basic,450,26,1,2.72,63
12/03/2023,March,2023,Germany,Basic,110,6,0,3.02,63
13/03/2023,March,2023,Germany,Basic,584,34,1,2.98,55
14/03/2023,March,2023,Germany,Basic,34,2,0,3.13,61
15/03/2023,March,2023,Germany,Basic,1629,94,2,3.28,61
16/03/2023,March,2023,Germany,Basic,42,2,0,2.79,59
17/03/2023,March,2023,Germany,Basic,12,1,0,2.85,65
18/03/2023,March,2023,Germany,Basic,418,24,1,2.81,64
19/03/2023,March,2023,Germany,Basic,50,3,0,3.04,65
20/03/2023,March,2023,Germany,Basic,87,5,0,3.03,62
21/03/2023,March,2023,Germany,Basic,706,41,1,3.15,59
22/03/2023,March,2023,Germany,Basic,133,8,0,2.85,58
23/03/2023,March,2023,Germany,Basic,1126,65,1,3.24,59
24/03/2023,March,2023,Germany,Basic,209,12,0,3.34,56
25/03/2023,March,2023,Germany,Basic,250,14,0,2.63,58
26/03/2023,March,2023,Germany,Basic,974,56,1,2.77,63
27/03/2023,March,2023,Germany,Basic,172,10,0,3.21,62
28/03/2023,March,2023,Germany,Basic,351,20,0,3.49,59
29/03/2023,March,2023,Germany,Basic,206,12,0,2.82,56
30/03/2023,March,2023,Germany,Basic,150,9,0,3.01,61
31/03/2023,March,2023,Germany,Basic,397,23,4,2.84,63
01/03/2023,March,2023,Germany,Pro,304,18,0,4.26,65
02/03/2023,March,2023,Germany,Pro,90,5,0,4.3,67
03/03/2023,March,2023,Germany,Pro,328,19,0,4.55,69
04/03/2023,March,2023,Germany,Pro,106,6,0,4.6,64
05/03/2023,March,2023,Germany,Pro,7,0,0,4.59,66
06/03/2023,March,2023,Germany,Pro,416,24,1,4.13,68
07/03/2023,March,2023,Germany,Pro,304,18,0,4.16,69
08/03/2023,March,2023,Germany,Pro,25,1,0,4.47,69
09/03/2023,March,2023,Germany,Pro,366,21,1,4.48,65
10/03/2023,March,2023,Germany,Pro,182,10,0,4.59,63
11/03/2023,March,2023,Germany,Pro,504,29,1,4.74,68
12/03/2023,March,2023,Germany,Pro,717,41,1,4.44,68
13/03/2023,March,2023,Germany,Pro,438,25,1,4.18,63
14/03/2023,March,2023,Germany,Pro,1159,67,2,4.52,65
15/03/2023,March,2023,Germany,Pro,513,30,1,4.64,65
16/03/2023,March,2023,Germany,Pro,627,36,1,4.48,70
17/03/2023,March,2023,Germany,Pro,41,2,0,4.9,65
18/03/2023,March,2023,Germany,Pro,34,2,0,4.93,61
19/03/2023,March,2023,Germany,Pro,339,20,1,4.12,65
20/03/2023,March,2023,Germany,Pro,23,1,0,4.89,68
21/03/2023,March,2023,Germany,Pro,1020,59,2,4.44,62
22/03/2023,March,2023,Germany,Pro,282,16,0,4.78,63
23/03/2023,March,2023,Germany,Pro,300,17,0,4.71,61
24/03/2023,March,2023,Germany,Pro,1996,115,3,4.68,68
25/03/2023,March,2023,Germany,Pro,268,15,0,4.01,69
26/03/2023,March,2023,Germany,Pro,415,24,1,4.94,60
27/03/2023,March,2023,Germany,Pro,120,7,0,4.42,67
28/03/2023,March,2023,Germany,Pro,857,49,1,4.44,69
29/03/2023,March,2023,Germany,Pro,53,3,0,4.12,66
30/03/2023,March,2023,Germany,Pro,674,39,1,4.77,61
31/03/2023,March,2023,Germany,Pro,3,3,1,4.63,70
01/03/2023,March,2023,Germany,Enterprise,718,18,1,3.95,68
02/03/2023,March,2023,Germany,Enterprise,65,2,0,4.36,63
03/03/2023,March,2023,Germany,Enterprise,1623,40,2,4.52,63
04/03/2023,March,2023,Germany,Enterprise,2313,57,2,3.84,69
05/03/2023,March,2023,Germany,Enterprise,530,13,1,4.29,67
06/03/2023,March,2023,Germany,Enterprise,342,8,0,3.9,68
07/03/2023,March,2023,Germany,Enterprise,1960,48,2,4.16,63
08/03/2023,March,2023,Germany,Enterprise,61,2,0,4.12,65
09/03/2023,March,2023,Germany,Enterprise,1167,29,1,4.05,66
10/03/2023,March,2023,Germany,Enterprise,2159,53,2,4.54,70
11/03/2023,March,2023,Germany,Enterprise,846,21,1,4.38,65
12/03/2023,March,2023,Germany,Enterprise,407,10,0,3.93,63
13/03/2023,March,2023,Germany,Enterprise,193,5,0,3.81,69
14/03/2023,March,2023,Germany,Enterprise,891,22,1,4.22,64
15/03/2023,March,2023,Germany,Enterprise,108,3,0,4.16,66
16/03/2023,March,2023,Germany,Enterprise,1688,42,2,4.49,72
17/03/2023,March,2023,Germany,Enterprise,3133,77,3,4.09,64
18/03/2023,March,2023,Germany,Enterprise,22,1,0,4.55,66
19/03/2023,March,2023,Germany,Enterprise,476,12,0,4.72,65
20/03/2023,March,2023,Germany,Enterprise,1089,27,1,3.87,63
21/03/2023,March,2023,Germany,Enterprise,580,14,1,4.31,67
22/03/2023,March,2023,Germany,Enterprise,913,22,1,3.95,68
23/03/2023,March,2023,Germany,Enterprise,486,12,1,3.88,62
24/03/2023,March,2023,Germany,Enterprise,2089,51,2,4.33,65
25/03/2023,March,2023,Germany,Enterprise,1335,33,1,4.64,71
26/03/2023,March,2023,Germany,Enterprise,685,17,1,4.33,62
27/03/2023,March,2023,Germany,Enterprise,3037,75,3,4.61,66
28/03/2023,March,2023,Germany,Enterprise,473,12,0,4.13,63
29/03/2023,March,2023,Germany,Enterprise,290,7,0,4.2,67
30/03/2023,March,2023,Germany,Enterprise,385,9,0,3.74,72
31/03/2023,March,2023,Germany,Enterprise,516,11,3,3.79,68
01/04/2023,April,2023,Spain,Basic,9,1,0,2.53,46
02/04/2023,April,2023,Spain,Basic,507,53,2,2.96,48
03/04/2023,April,2023,Spain,Basic,45,5,0,2.5,45
04/04/2023,April,2023,Spain,Basic,341,36,1,2.39,47
05/04/2023,April,2023,Spain,Basic,158,17,1,2.84,49
06/04/2023,April,2023,Spain,Basic,59,6,0,2.29,43
07/04/2023,April,2023,Spain,Basic,8,1,0,3.06,49
08/04/2023,April,2023,Spain,Basic,430,45,2,2.42,48
09/04/2023,April,2023,Spain,Basic,459,48,2,2.57,46
10/04/2023,April,2023,Spain,Basic,156,16,1,2.9,43
11/04/2023,April,2023,Spain,Basic,159,17,1,2.24,39
12/04/2023,April,2023,Spain,Basic,192,20,1,2.77,40
13/04/2023,April,2023,Spain,Basic,1073,112,4,2.39,47
14/04/2023,April,2023,Spain,Basic,271,28,1,3.17,41
15/04/2023,April,2023,Spain,Basic,33,4,0,2.31,44
16/04/2023,April,2023,Spain,Basic,237,25,1,2.56,44
17/04/2023,April,2023,Spain,Basic,1,0,0,2.86,40
18/04/2023,April,2023,Spain,Basic,14,1,0,2.97,46
19/04/2023,April,2023,Spain,Basic,46,5,0,2.41,45
20/04/2023,April,2023,Spain,Basic,26,3,0,2.23,44
21/04/2023,April,2023,Spain,Basic,265,28,1,2.76,41
22/04/2023,April,2023,Spain,Basic,543,57,2,3.08,46
23/04/2023,April,2023,Spain,Basic,235,25,1,2.67,41
24/04/2023,April,2023,Spain,Basic,107,11,0,2.58,43
25/04/2023,April,2023,Spain,Basic,401,42,2,2.92,43
26/04/2023,April,2023,Spain,Basic,61,6,0,3.19,49
27/04/2023,April,2023,Spain,Basic,68,7,0,2.62,41
28/04/2023,April,2023,Spain,Basic,15,2,0,2.32,48
29/04/2023,April,2023,Spain,Basic,238,25,1,2.95,44
30/04/2023,April,2023,Spain,Basic,222,22,1,3.01,39
01/04/2023,April,2023,Spain,Pro,295,43,2,4.36,69
02/04/2023,April,2023,Spain,Pro,370,54,3,4.65,67
03/04/2023,April,2023,Spain,Pro,326,47,2,4.76,69
04/04/2023,April,2023,Spain,Pro,644,94,4,5.16,65
05/04/2023,April,2023,Spain,Pro,3,0,0,4.54,68
06/04/2023,April,2023,Spain,Pro,41,6,0,4.43,63
07/04/2023,April,2023,Spain,Pro,343,50,2,4.85,65
08/04/2023,April,2023,Spain,Pro,283,41,2,4.76,61
09/04/2023,April,2023,Spain,Pro,33,5,0,4.92,69
10/04/2023,April,2023,Spain,Pro,197,29,1,5.07,70
11/04/2023,April,2023,Spain,Pro,38,6,0,4.4,62
12/04/2023,April,2023,Spain,Pro,199,29,1,5.3,67
13/04/2023,April,2023,Spain,Pro,107,16,1,4.43,68
14/04/2023,April,2023,Spain,Pro,155,22,1,4.73,67
